k   ID_i   x  y  width  height


229	1	691.43	307.25	57.878	48.617
230	1	691.3	306.36	58.012	48.647
231	1	691.16	305.46	58.147	48.677
232	1	691.03	304.57	58.281	48.707
233	1	690.89	303.68	58.416	48.737
234	1	690.75	302.78	58.55	48.767
235	1	690.62	301.89	58.684	48.797
236	1	690.48	301	58.819	48.826
237	1	690.35	300.1	58.953	48.856
238	1	690.21	299.21	59.088	48.886
239	1	690.08	298.31	59.222	48.916
240	1	689.94	297.42	59.356	48.946
241	1	689.81	296.53	59.491	48.976
242	1	689.67	295.63	59.625	49.006
243	1	689.53	294.74	59.76	49.036
244	1	689.4	293.84	59.894	49.065
245	1	689.26	292.95	60.029	49.095
246	1	689.13	292.06	60.163	49.125
247	1	688.99	291.16	60.297	49.155
248	1	688.86	290.27	60.432	49.185
249	1	688.72	289.37	60.566	49.215
250	1	688.59	288.48	60.701	49.245
251	1	688.45	287.59	60.835	49.275
252	1	688.31	286.69	60.97	49.304
253	1	688.18	285.8	61.104	49.334
254	1	688.04	284.91	61.238	49.364
255	1	687.91	284.01	61.373	49.394
256	1	687.56	283.08	61.507	49.424
257	1	687.21	282.15	61.642	49.454
258	1	686.86	281.22	61.776	49.484
259	1	686.51	280.3	61.911	49.514
260	1	686.16	279.37	62.045	49.543
261	1	685.81	278.44	62.179	49.573
262	1	685.46	277.51	62.314	49.603
263	1	685.11	276.58	62.448	49.633
264	1	684.76	275.65	62.583	49.663
265	1	684.41	274.72	62.717	49.693
266	1	684.06	273.79	62.852	49.723
267	1	683.71	272.86	62.986	49.753
268	1	683.36	271.94	63.12	49.782
269	1	683.01	271.01	63.255	49.812
270	1	682.66	270.08	63.389	49.842
271	1	682.31	269.15	63.524	49.872
272	1	681.97	268.22	63.658	49.902
273	1	681.62	267.29	63.793	49.932
274	1	681.27	266.36	63.927	49.962
275	1	680.92	265.43	64.061	49.991
276	1	678.25	265.05	64.196	50.021
277	1	675.59	264.67	64.33	50.051
278	1	672.92	264.29	64.465	50.081
279	1	670.26	263.91	64.599	50.111
280	1	667.59	263.53	64.734	50.141
281	1	666.78	262.63	64.868	50.171
282	1	665.96	261.74	65.002	50.201
283	1	665.14	260.84	65.137	50.23
284	1	664.33	259.95	65.271	50.26
285	1	663.51	259.05	65.406	50.29
286	1	662.69	258.16	65.54	50.32
287	1	661.87	257.26	65.675	50.35
288	1	661.06	256.36	65.809	50.38
289	1	660.24	255.47	65.943	50.41
290	1	659.42	256.63	66.078	50.44
291	1	658.61	257.79	66.212	50.469
292	1	657.79	258.96	66.347	50.499
293	1	658.51	256.81	65.158	50.529
294	1	659.23	254.67	63.97	50.559
295	1	659.95	252.52	62.781	50.589
296	1	657.96	251.73	61.593	50.619
297	1	655.98	250.93	60.404	50.649
298	1	654	250.14	59.216	50.679
299	1	652.02	249.34	58.027	50.708
300	1	651.45	249.05	58.271	50.738
301	1	650.88	248.75	58.514	50.768
302	1	650.31	248.45	58.757	50.798
303	1	649.73	248.15	59.001	50.828
304	1	649.16	247.85	59.244	50.858
305	1	648.16	247.55	59.487	50.888
306	1	647.15	247.25	59.731	50.918
307	1	646.15	246.95	59.974	50.947
308	1	645.14	246.65	60.218	50.977
309	1	644.14	246.35	60.461	51.007
310	1	641.8	246.05	60.704	51.037
311	1	639.47	245.75	60.948	51.067
312	1	637.14	245.45	61.191	51.097
313	1	634.8	245.16	61.434	51.127
314	1	632.47	244.86	61.678	51.157
315	1	630.77	244.56	61.921	51.186
316	1	629.06	244.26	62.165	51.216
317	1	627.36	243.96	62.408	51.246
318	1	625.65	243.66	62.651	51.276
319	1	623.95	243.36	62.895	51.306
320	1	623.31	243.06	63.138	51.336
321	1	622.68	242.76	63.381	51.366
322	1	622.04	242.46	63.625	51.395
323	1	621.41	242.16	63.868	51.425
324	1	620.77	241.86	64.111	51.455
325	1	620.68	241.56	64.355	51.485
326	1	620.58	241.26	64.598	51.515
327	1	620.48	240.97	64.842	51.545
328	1	620.39	240.67	65.085	51.575
329	1	620.29	240.37	65.328	51.605
330	1	619.88	240.07	65.572	51.634
331	1	619.46	239.77	65.815	51.664
